timestamp,elapsed_s,vllm:kv_cache_usage_perc,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_preemptions_total,vllm:prompt_tokens_total,vllm:generation_tokens_total,vllm:prefix_cache_queries_total,vllm:prefix_cache_hits_total
1772061946.379874,0.007687091827392578,0.0,0.0,0.0,0.0,4790768.0,88320.0,8936839.0,4515744.0
1772061946.6964657,0.3242788314819336,0.0,0.0,0.0,0.0,4790768.0,88320.0,8936839.0,4515744.0
1772061947.0139494,0.6417624950408936,0.0,0.0,0.0,0.0,4790768.0,88320.0,8936839.0,4515744.0
1772061947.3323114,0.9601244926452637,0.0,0.0,0.0,0.0,4790768.0,88320.0,8936839.0,4515744.0
1772061947.6526482,1.280461311340332,0.006033182503770718,2.0,0.0,0.0,4790942.0,88322.0,8937187.0,4515744.0
1772061947.9732285,1.601041555404663,0.006033182503770718,2.0,0.0,0.0,4791116.0,88404.0,8937187.0,4515744.0
1772061948.2938247,1.921637773513794,0.006033182503770718,2.0,0.0,0.0,4791116.0,88490.0,8937187.0,4515744.0
1772061948.6137445,2.2415575981140137,0.006033182503770718,2.0,0.0,0.0,4791116.0,88576.0,8937187.0,4515744.0
1772061948.9338675,2.561680555343628,0.006033182503770718,2.0,0.0,0.0,4791116.0,88662.0,8937187.0,4515744.0
1772061949.2535455,2.8813586235046387,0.006033182503770718,2.0,0.0,0.0,4791116.0,88746.0,8937187.0,4515744.0
1772061949.5812593,3.2090723514556885,0.003016591251885359,1.0,0.0,0.0,4791116.0,88831.0,8937187.0,4515744.0
1772061949.9002776,3.528090715408325,0.014328808446455454,2.0,0.0,0.0,4794565.0,88833.0,8944132.0,4515744.0
1772061950.2205307,3.848343849182129,0.015082956259426794,2.0,0.0,0.0,4798061.0,88878.0,8944132.0,4515744.0
1772061950.540119,4.167932033538818,0.015082956259426794,2.0,0.0,0.0,4798061.0,88962.0,8944132.0,4515744.0
1772061950.859676,4.4874889850616455,0.015082956259426794,2.0,0.0,0.0,4798061.0,89046.0,8944132.0,4515744.0
1772061951.1795385,4.807351589202881,0.015082956259426794,2.0,0.0,0.0,4798061.0,89130.0,8944132.0,4515744.0
1772061951.4991863,5.126999378204346,0.015082956259426794,2.0,0.0,0.0,4798061.0,89214.0,8944132.0,4515744.0
1772061951.8186855,5.44649863243103,0.015082956259426794,2.0,0.0,0.0,4798061.0,89298.0,8944132.0,4515744.0
1772061952.1376066,5.7654197216033936,0.0,0.0,0.0,0.0,4798061.0,89344.0,8944132.0,4515744.0
1772061952.4563634,6.084176540374756,0.03167420814479638,2.0,0.0,0.0,4806996.0,89345.0,8962081.0,4522272.0
1772061952.7761362,6.40394926071167,0.0301659125188537,2.0,0.0,0.0,4816010.0,89382.0,8962081.0,4522272.0
1772061953.0956247,6.723437786102295,0.0301659125188537,2.0,0.0,0.0,4816010.0,89466.0,8962081.0,4522272.0
1772061953.415752,7.043565034866333,0.0301659125188537,2.0,0.0,0.0,4816010.0,89550.0,8962081.0,4522272.0
1772061953.73546,7.3632731437683105,0.0301659125188537,2.0,0.0,0.0,4816010.0,89634.0,8962081.0,4522272.0
1772061954.055189,7.68300199508667,0.0301659125188537,2.0,0.0,0.0,4816010.0,89718.0,8962081.0,4522272.0
1772061954.374823,8.002636194229126,0.0301659125188537,2.0,0.0,0.0,4816010.0,89800.0,8962081.0,4522272.0
1772061954.6937695,8.321582555770874,0.0,0.0,0.0,0.0,4816010.0,89856.0,8962081.0,4522272.0
1772061955.0125742,8.640387296676636,0.02790346907993968,1.0,0.0,0.0,4816010.0,89856.0,8978750.0,4530976.0
