timestamp,elapsed_s,vllm:kv_cache_usage_perc,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_preemptions_total,vllm:prompt_tokens_total,vllm:generation_tokens_total,vllm:prefix_cache_queries_total,vllm:prefix_cache_hits_total
1772063508.076528,0.016545772552490234,0.0,0.0,0.0,0.0,8821479.0,202870.0,14786878.0,7551808.0
1772063508.392467,0.33248472213745117,0.0,0.0,0.0,0.0,8821479.0,202870.0,14786878.0,7551808.0
1772063508.7094667,0.649484395980835,0.0,0.0,0.0,0.0,8821479.0,202870.0,14786878.0,7551808.0
1772063509.0278285,0.967846155166626,0.0,0.0,0.0,0.0,8821479.0,202870.0,14786878.0,7551808.0
1772063509.3480124,1.2880301475524902,0.02413273001508298,8.0,0.0,0.0,8822285.0,202920.0,14787684.0,7551808.0
1772063509.6682477,1.6082653999328613,0.02413273001508298,8.0,0.0,0.0,8822285.0,203200.0,14787684.0,7551808.0
1772063509.9882245,1.9282422065734863,0.02413273001508298,8.0,0.0,0.0,8822285.0,203472.0,14787684.0,7551808.0
1772063510.3083417,2.248359441757202,0.02413273001508298,8.0,0.0,0.0,8822285.0,203744.0,14787684.0,7551808.0
1772063510.6276832,2.5677008628845215,0.02413273001508298,8.0,0.0,0.0,8822285.0,204016.0,14787684.0,7551808.0
1772063510.9476993,2.8877170085906982,0.02413273001508298,8.0,0.0,0.0,8822285.0,204288.0,14787684.0,7551808.0
1772063511.2669659,3.2069835662841797,0.02413273001508298,8.0,0.0,0.0,8822285.0,204560.0,14787684.0,7551808.0
1772063511.5862966,3.5263142585754395,0.02413273001508298,8.0,0.0,0.0,8822285.0,204832.0,14787684.0,7551808.0
1772063511.9071279,3.8471455574035645,0.03167420814479638,8.0,0.0,0.0,8823862.0,204919.0,14800428.0,7551808.0
1772063512.2257688,4.165786504745483,0.052790346907994,8.0,0.0,0.0,8823862.0,204920.0,14800428.0,7551808.0
1772063512.5455942,4.485611915588379,0.036953242835595757,8.0,0.0,0.0,8835029.0,205160.0,14800428.0,7551808.0
1772063512.8657613,4.805778980255127,0.041478129713423795,8.0,0.0,0.0,8835029.0,205416.0,14800428.0,7551808.0
1772063513.1854722,5.125489950180054,0.042232277526395134,8.0,0.0,0.0,8835029.0,205680.0,14800428.0,7551808.0
1772063513.5046036,5.444621324539185,0.042232277526395134,8.0,0.0,0.0,8835029.0,205944.0,14800428.0,7551808.0
1772063513.824403,5.764420747756958,0.042232277526395134,8.0,0.0,0.0,8835029.0,206208.0,14800428.0,7551808.0
1772063514.1445608,6.084578514099121,0.042232277526395134,8.0,0.0,0.0,8835029.0,206480.0,14800428.0,7551808.0
1772063514.4643853,6.4044029712677,0.042232277526395134,8.0,0.0,0.0,8835029.0,206744.0,14800428.0,7551808.0
1772063514.7845883,6.724606037139893,0.0,0.0,0.0,0.0,8835029.0,206966.0,14800428.0,7551808.0
1772063515.1033645,7.043382167816162,0.04675716440422317,5.0,0.0,0.0,8838986.0,206967.0,14820330.0,7559968.0
1772063515.421776,7.361793756484985,0.079185520361991,8.0,0.0,0.0,8838986.0,206968.0,14832332.0,7564864.0
1772063515.741616,7.681633710861206,0.06636500754147812,8.0,0.0,0.0,8866933.0,207100.0,14832332.0,7564864.0
1772063516.0608735,8.000891208648682,0.06636500754147812,8.0,0.0,0.0,8866933.0,207364.0,14832332.0,7564864.0
1772063516.380889,8.320906639099121,0.06636500754147812,8.0,0.0,0.0,8866933.0,207620.0,14832332.0,7564864.0
1772063516.70039,8.640407800674438,0.06636500754147812,8.0,0.0,0.0,8866933.0,207884.0,14832332.0,7564864.0
1772063517.0204227,8.960440397262573,0.06636500754147812,8.0,0.0,0.0,8866933.0,208148.0,14832332.0,7564864.0
1772063517.3396163,9.27963399887085,0.06636500754147812,8.0,0.0,0.0,8866933.0,208404.0,14832332.0,7564864.0
1772063517.6595836,9.59960126876831,0.06636500754147812,8.0,0.0,0.0,8866933.0,208660.0,14832332.0,7564864.0
1772063517.979106,9.919123649597168,0.06636500754147812,8.0,0.0,0.0,8866933.0,208924.0,14832332.0,7564864.0
1772063518.2998147,10.239832401275635,0.015082956259426794,1.0,0.0,0.0,8866933.0,209014.0,14839599.0,7568672.0
1772063518.6186283,10.558645963668823,0.05354449472096534,4.0,2.0,0.0,8874200.0,209015.0,14868691.0,7583904.0
1772063518.9378297,10.87784743309021,0.08521870286576172,6.0,2.0,0.0,8874200.0,209016.0,14890522.0,7595328.0
1772063519.256292,11.196309804916382,0.10935143288084459,8.0,0.0,0.0,8903292.0,209024.0,14905106.0,7602944.0
1772063519.5754912,11.515508890151978,0.10256410256410253,8.0,0.0,0.0,8925177.0,209248.0,14905106.0,7602944.0
1772063519.893618,11.833635807037354,0.10256410256410253,8.0,0.0,0.0,8925177.0,209504.0,14905106.0,7602944.0
1772063520.211624,12.151641607284546,0.10256410256410253,8.0,0.0,0.0,8925177.0,209760.0,14905106.0,7602944.0
1772063520.530141,12.470158815383911,0.10256410256410253,8.0,0.0,0.0,8925177.0,210016.0,14905106.0,7602944.0
1772063520.8485453,12.788563013076782,0.10256410256410253,8.0,0.0,0.0,8925177.0,210280.0,14905106.0,7602944.0
1772063521.1667018,13.106719493865967,0.10256410256410253,8.0,0.0,0.0,8925177.0,210536.0,14905106.0,7602944.0
1772063521.4845717,13.424589395523071,0.10256410256410253,8.0,0.0,0.0,8925177.0,210792.0,14905106.0,7602944.0
1772063521.8157802,13.755797863006592,0.0904977375565611,7.0,0.0,0.0,8925177.0,211047.0,14905106.0,7602944.0
1772063522.1363707,14.076388359069824,0.05882352941176472,3.0,4.0,0.0,8936634.0,211063.0,14951040.0,7631776.0
1772063522.4544961,14.394513845443726,0.09954751131221717,5.0,2.0,0.0,8936634.0,211064.0,14985542.0,7653536.0
1772063522.7732534,14.713271141052246,0.13499245852187025,7.0,1.0,0.0,8959548.0,211067.0,15019845.0,7674752.0
1772063523.0917053,15.031723022460938,0.1568627450980392,8.0,0.0,0.0,8971111.0,211071.0,15031238.0,7681824.0
1772063523.4115803,15.351598024368286,0.14932126696832582,8.0,0.0,0.0,9016896.0,211189.0,15031238.0,7681824.0
1772063523.7307746,15.6707923412323,0.15007541478129716,8.0,0.0,0.0,9016896.0,211445.0,15031238.0,7681824.0
1772063524.0504925,15.99051022529602,0.1508295625942685,8.0,0.0,0.0,9016896.0,211701.0,15031238.0,7681824.0
1772063524.3696568,16.309674501419067,0.1508295625942685,8.0,0.0,0.0,9016896.0,211949.0,15031238.0,7681824.0
1772063524.6897974,16.629815101623535,0.1508295625942685,8.0,0.0,0.0,9016896.0,212205.0,15031238.0,7681824.0
1772063525.0096624,16.94968008995056,0.1508295625942685,8.0,0.0,0.0,9016896.0,212461.0,15031238.0,7681824.0
1772063525.3299286,17.269946336746216,0.1508295625942685,8.0,0.0,0.0,9016896.0,212709.0,15031238.0,7681824.0
1772063525.6499012,17.589918851852417,0.1508295625942685,8.0,0.0,0.0,9016896.0,212965.0,15031238.0,7681824.0
1772063525.9778943,17.917912006378174,0.0,0.0,0.0,0.0,9016896.0,213110.0,15031238.0,7681824.0
1772063526.2971637,18.237181425094604,0.07767722473604821,3.0,2.0,0.0,9033399.0,213111.0,15097537.0,7727520.0
1772063526.615887,18.555904626846313,0.12971342383107087,5.0,2.0,0.0,9033399.0,213112.0,15147336.0,7761792.0
1772063526.934334,18.874351739883423,0.15912518853695323,6.0,2.0,0.0,9049840.0,213114.0,15180378.0,7784640.0
1772063527.2526226,19.19264030456543,0.20663650075414786,8.0,0.0,0.0,9083195.0,213118.0,15213356.0,7807488.0
1772063527.5717013,19.51171898841858,0.2111613876319759,8.0,0.0,0.0,9099803.0,213123.0,15213356.0,7807488.0
1772063527.891631,19.831648588180542,0.20512820512820518,8.0,0.0,0.0,9149296.0,213306.0,15213356.0,7807488.0
1772063528.2109492,20.15096688270569,0.20512820512820518,8.0,0.0,0.0,9149296.0,213562.0,15213356.0,7807488.0
1772063528.5308602,20.47087788581848,0.20512820512820518,8.0,0.0,0.0,9149296.0,213810.0,15213356.0,7807488.0
1772063528.8509378,20.790955543518066,0.20512820512820518,8.0,0.0,0.0,9149296.0,214066.0,15213356.0,7807488.0
1772063529.170189,21.110206604003906,0.20512820512820518,8.0,0.0,0.0,9149296.0,214314.0,15213356.0,7807488.0
1772063529.4895744,21.42959213256836,0.20512820512820518,8.0,0.0,0.0,9149296.0,214562.0,15213356.0,7807488.0
1772063529.8095114,21.749529123306274,0.20663650075414786,8.0,0.0,0.0,9149296.0,214818.0,15213356.0,7807488.0
1772063530.1296039,22.069621562957764,0.20663650075414786,8.0,0.0,0.0,9149296.0,215066.0,15213356.0,7807488.0
1772063530.4487731,22.38879084587097,0.0,0.0,0.0,0.0,9149296.0,215158.0,15213356.0,7807488.0
1772063530.7678103,22.707828044891357,0.10030165912518851,3.0,4.0,0.0,9171786.0,215159.0,15303560.0,7873856.0
1772063531.0863638,23.026381492614746,0.1395173453996983,4.0,4.0,0.0,9171786.0,215160.0,15348765.0,7907040.0
1772063531.408041,23.348058700561523,0.20286576168929105,6.0,2.0,0.0,9194227.0,215162.0,15416343.0,7956000.0
1772063531.7266955,23.66671323776245,0.23906485671191557,7.0,1.0,0.0,9216868.0,215165.0,15461392.0,7988640.0
1772063532.045008,23.985025644302368,0.27300150829562597,8.0,0.0,0.0,9262073.0,215170.0,15483897.0,8004960.0
1772063532.3633332,24.303350925445557,0.2737556561085973,8.0,0.0,0.0,9307078.0,215183.0,15483897.0,8004960.0
1772063532.6826746,24.622692346572876,0.2714932126696833,8.0,0.0,0.0,9329583.0,215375.0,15483897.0,8004960.0
1772063533.0023744,24.942392110824585,0.2714932126696833,8.0,0.0,0.0,9329583.0,215623.0,15483897.0,8004960.0
1772063533.3217342,25.261751890182495,0.2714932126696833,8.0,0.0,0.0,9329583.0,215863.0,15483897.0,8004960.0
1772063533.6408818,25.580899477005005,0.2714932126696833,8.0,0.0,0.0,9329583.0,216111.0,15483897.0,8004960.0
1772063533.960827,25.90084481239319,0.2714932126696833,8.0,0.0,0.0,9329583.0,216359.0,15483897.0,8004960.0
1772063534.2801127,26.220130443572998,0.2714932126696833,8.0,0.0,0.0,9329583.0,216599.0,15483897.0,8004960.0
1772063534.5993805,26.539398193359375,0.27224736048265463,8.0,0.0,0.0,9329583.0,216847.0,15483897.0,8004960.0
1772063534.9187014,26.85871911048889,0.27300150829562597,8.0,0.0,0.0,9329583.0,217095.0,15483897.0,8004960.0
1772063535.2382085,27.178226232528687,0.0,0.0,0.0,0.0,9329583.0,217206.0,15483897.0,8004960.0
1772063535.5575695,27.497587203979492,0.12669683257918551,3.0,4.0,0.0,9359028.0,217207.0,15601657.0,8095264.0
1772063535.876073,27.81609058380127,0.17420814479638014,4.0,3.0,0.0,9359028.0,217208.0,15660584.0,8140416.0
1772063536.194642,28.13465976715088,0.2187028657616893,5.0,3.0,0.0,9388304.0,217210.0,15719270.0,8185024.0
1772063536.51296,28.452977657318115,0.26319758672699844,6.0,2.0,0.0,9417862.0,217213.0,15777802.0,8229632.0
1772063536.8315148,28.77153253555298,0.3076923076923077,7.0,1.0,0.0,9447343.0,217217.0,15836594.0,8274240.0
1772063537.149874,29.0898916721344,0.35218702865761686,8.0,0.0,0.0,9476789.0,217222.0,15866094.0,8296544.0
1772063537.4682899,29.408307552337646,0.3514328808446455,8.0,0.0,0.0,9506029.0,217228.0,15866094.0,8296544.0
1772063537.7873542,29.72737193107605,0.3476621417797888,8.0,0.0,0.0,9564821.0,217387.0,15866094.0,8296544.0
1772063538.1067827,30.04680037498474,0.3476621417797888,8.0,0.0,0.0,9564821.0,217627.0,15866094.0,8296544.0
1772063538.4260943,30.366111993789673,0.3476621417797888,8.0,0.0,0.0,9564821.0,217867.0,15866094.0,8296544.0
1772063538.7452943,30.685312032699585,0.3491704374057315,8.0,0.0,0.0,9564821.0,218107.0,15866094.0,8296544.0
1772063539.0645409,31.004558563232422,0.34992458521870284,8.0,0.0,0.0,9564821.0,218347.0,15866094.0,8296544.0
1772063539.3846629,31.32468056678772,0.34992458521870284,8.0,0.0,0.0,9564821.0,218587.0,15866094.0,8296544.0
1772063539.7045255,31.644543170928955,0.34992458521870284,8.0,0.0,0.0,9564821.0,218835.0,15866094.0,8296544.0
1772063540.0243287,31.964346408843994,0.34992458521870284,8.0,0.0,0.0,9564821.0,219075.0,15866094.0,8296544.0
1772063540.3431277,32.28314542770386,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
1772063540.661575,32.601592779159546,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
1772063540.9800363,32.92005395889282,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
1772063541.2982957,33.23831343650818,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
1772063541.6166995,33.55671715736389,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
1772063541.9350295,33.87504720687866,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
1772063542.2532592,34.19327688217163,0.0,0.0,0.0,0.0,9564821.0,219254.0,15866094.0,8296544.0
