timestamp,elapsed_s,vllm:kv_cache_usage_perc,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_preemptions_total,vllm:prompt_tokens_total,vllm:generation_tokens_total,vllm:prefix_cache_queries_total,vllm:prefix_cache_hits_total
1772063674.1564646,0.01673579216003418,0.0,0.0,0.0,0.0,11166238.0,268250.0,18317250.0,9973696.0
1772063674.472335,0.33260631561279297,0.0,0.0,0.0,0.0,11166238.0,268250.0,18317250.0,9973696.0
1772063674.7891552,0.6494264602661133,0.0,0.0,0.0,0.0,11166238.0,268250.0,18317250.0,9973696.0
1772063675.1073713,0.9676425457000732,0.0,0.0,0.0,0.0,11166238.0,268250.0,18317250.0,9973696.0
1772063675.4272258,1.2874970436096191,0.02413273001508298,8.0,0.0,0.0,11166412.0,268252.0,18318642.0,9973696.0
1772063675.74651,1.606781244277954,0.02413273001508298,8.0,0.0,0.0,11167630.0,268564.0,18318642.0,9973696.0
1772063676.0665088,1.9267799854278564,0.02413273001508298,8.0,0.0,0.0,11167630.0,268884.0,18318642.0,9973696.0
1772063676.3859215,2.246192693710327,0.02413273001508298,8.0,0.0,0.0,11167630.0,269180.0,18318642.0,9973696.0
1772063676.705723,2.5659942626953125,0.02413273001508298,8.0,0.0,0.0,11167630.0,269476.0,18318642.0,9973696.0
1772063677.0255141,2.8857853412628174,0.02413273001508298,8.0,0.0,0.0,11167630.0,269748.0,18318642.0,9973696.0
1772063677.3447855,3.205056667327881,0.02413273001508298,8.0,0.0,0.0,11167630.0,270020.0,18318642.0,9973696.0
1772063677.6639383,3.524209499359131,0.02413273001508298,8.0,0.0,0.0,11167630.0,270292.0,18318642.0,9973696.0
1772063677.9833133,3.8435845375061035,0.02413273001508298,8.0,0.0,0.0,11167630.0,270564.0,18318642.0,9973696.0
1772063678.3025002,4.162771463394165,0.02413273001508298,8.0,0.0,0.0,11167630.0,270828.0,18318642.0,9973696.0
1772063678.62233,4.482601165771484,0.02413273001508298,8.0,0.0,0.0,11167630.0,271084.0,18318642.0,9973696.0
1772063678.9421926,4.80246376991272,0.0301659125188537,8.0,0.0,0.0,11167630.0,271348.0,18318642.0,9973696.0
1772063679.2616353,5.121906518936157,0.0301659125188537,8.0,0.0,0.0,11167630.0,271612.0,18318642.0,9973696.0
1772063679.580775,5.441046237945557,0.0301659125188537,8.0,0.0,0.0,11167630.0,271876.0,18318642.0,9973696.0
1772063679.9000971,5.760368347167969,0.0301659125188537,8.0,0.0,0.0,11167630.0,272140.0,18318642.0,9973696.0
1772063680.2191958,6.079467058181763,0.006033182503770718,1.0,0.0,0.0,11167630.0,272346.0,18319968.0,9974240.0
1772063680.537761,6.398032188415527,0.05203619909502266,8.0,0.0,0.0,11168956.0,272348.0,18329245.0,9978048.0
1772063680.8570545,6.717325687408447,0.03619909502262442,8.0,0.0,0.0,11178233.0,272596.0,18329245.0,9978048.0
1772063681.1762943,7.036565542221069,0.03619909502262442,8.0,0.0,0.0,11178233.0,272860.0,18329245.0,9978048.0
1772063681.4962971,7.356568336486816,0.03619909502262442,8.0,0.0,0.0,11178233.0,273124.0,18329245.0,9978048.0
1772063681.8162777,7.676548957824707,0.03619909502262442,8.0,0.0,0.0,11178233.0,273380.0,18329245.0,9978048.0
1772063682.135666,7.99593710899353,0.03619909502262442,8.0,0.0,0.0,11178233.0,273644.0,18329245.0,9978048.0
1772063682.4546518,8.31492304801941,0.03619909502262442,8.0,0.0,0.0,11178233.0,273908.0,18329245.0,9978048.0
1772063682.7745337,8.634804964065552,0.03619909502262442,8.0,0.0,0.0,11178233.0,274172.0,18329245.0,9978048.0
1772063683.0942068,8.954478025436401,0.03619909502262442,8.0,0.0,0.0,11178233.0,274436.0,18329245.0,9978048.0
1772063683.4134219,9.273693084716797,0.039215686274509776,8.0,0.0,0.0,11178233.0,274640.0,18331932.0,9979136.0
1772063683.7332218,9.593492984771729,0.042986425339366474,8.0,0.0,0.0,11180920.0,274831.0,18331932.0,9979136.0
1772063684.0515559,9.911827087402344,0.041478129713423795,7.0,0.0,0.0,11180920.0,274976.0,18334641.0,9980768.0
1772063684.37003,10.230301141738892,0.05203619909502266,8.0,0.0,0.0,11186379.0,275066.0,18340120.0,9984032.0
1772063684.6886654,10.548936605453491,0.05128205128205132,8.0,0.0,0.0,11189108.0,275269.0,18342891.0,9985664.0
1772063685.0079837,10.868254899978638,0.04977375565610864,8.0,0.0,0.0,11191879.0,275452.0,18342891.0,9985664.0
1772063685.327213,11.18748426437378,0.04977375565610864,8.0,0.0,0.0,11191879.0,275708.0,18342891.0,9985664.0
1772063685.6472502,11.507521390914917,0.05128205128205132,8.0,0.0,0.0,11194749.0,275831.0,18345761.0,9987296.0
1772063685.9671426,11.82741379737854,0.052790346907994,8.0,0.0,0.0,11197630.0,275954.0,18348642.0,9988928.0
1772063686.2856517,12.145922899246216,0.0565610859728507,8.0,0.0,0.0,11197630.0,276101.0,18351497.0,9990560.0
1772063686.6048613,12.465132474899292,0.05429864253393668,8.0,0.0,0.0,11200485.0,276325.0,18351497.0,9990560.0
1772063686.9241147,12.784385919570923,0.05429864253393668,8.0,0.0,0.0,11200485.0,276581.0,18351497.0,9990560.0
1772063687.24388,13.104151248931885,0.05429864253393668,8.0,0.0,0.0,11200485.0,276837.0,18351497.0,9990560.0
1772063687.563862,13.42413330078125,0.05429864253393668,8.0,0.0,0.0,11200485.0,277101.0,18351497.0,9990560.0
1772063687.8830874,13.743358612060547,0.05882352941176472,8.0,0.0,0.0,11200485.0,277255.0,18356071.0,9993280.0
1772063688.2017212,14.061992406845093,0.0603318250377074,8.0,0.0,0.0,11205059.0,277410.0,18360638.0,9996000.0
1772063688.5211284,14.381399631500244,0.05882352941176472,8.0,0.0,0.0,11209626.0,277577.0,18360638.0,9996000.0
1772063688.840282,14.700553178787231,0.05882352941176472,8.0,0.0,0.0,11209626.0,277833.0,18360638.0,9996000.0
